time_s,voltage_V,current_A,power_W,temperature_K,capacity_Ah,soc,energy_Wh,anode_potential_V,speed_m_s,speed_kmh
3197.0,3.834595099794364,1.1194471520543783,4.2926265637464756,303.1431560659896,18.659217402892004,0.71820847946718,71.78345306789929,0.14038235747191763,6.707458333532893,24.146850000718416
3198.0,3.8367048361972667,1.4587173478679272e-09,5.596667903209727e-09,303.14166114565666,18.659372860545027,0.7182065483162108,71.78404926568217,0.1396257449872204,0.0,0.0
3199.0,3.837753669057596,1.8888275855084625e-49,7.248854996502302e-49,303.14016144882106,18.659372860545027,0.7182065483162108,71.78404926568217,0.1393414264731262,0.0,0.0
3200.0,3.838763288044677,-6.500701988794155e-58,-2.4954656141102022e-57,303.13866213043667,18.659372860545027,0.7182065483162108,71.78404926568217,0.13905327953984267,0.0,0.0
3201.0,3.839732181854216,1.3222156729597964e-66,5.07695407081576e-66,303.1371632510288,18.659372860545027,0.7182065483162108,71.78404926568217,0.1387644882096719,0.0,0.0
3202.0,3.840664726269342,-1.3064899410900929e-73,-5.01778983197043e-73,303.1356648104657,18.659372860545027,0.7182065483162108,71.78404926568217,0.13847650754533303,0.0,0.0
3203.0,3.841564316644406,2.310941792464978e-80,8.877631527775721e-80,303.13416680863367,18.659372860545027,0.7182065483162108,71.78404926568217,0.13818978993536013,0.0,0.0
3204.0,3.8424337423986987,1.3855451588438004e-94,5.323865469958584e-94,303.1326692454402,18.659372860545027,0.7182065483162108,71.78404926568217,0.13790444960541176,0.0,0.0
3205.0,3.8432753928084793,4.2058382965347076e-109,1.6164194831203374e-108,303.13117212075065,18.659372860545027,0.7182065483162108,71.78404926568217,0.13762045733336478,0.0,0.0
3206.0,3.844091348030039,6.066869690622856e-124,2.3321601287349e-123,303.12967543444915,18.659372860545027,0.7182065483162108,71.78404926568217,0.1373377187550513,0.0,0.0
3207.0,3.8448834607789637,3.7146014618447856e-139,1.4282209724032376e-138,303.1281791864201,18.659372860545027,0.7182065483162108,71.78404926568217,0.1370561078757235,0.0,0.0
3208.0,3.8393255883769974,6.684618508228165,25.664426887178866,303.12670999924586,18.660443067002348,0.7181932538260578,71.78815982076662,0.13974590636079026,22.42164927926844,80.71793740536638
3209.0,3.841008639870976,5.326328953775291,20.45847553024583,303.1252615706908,18.662111235211565,0.7181725312396079,71.79456577668248,0.1389360270747124,19.911452004447153,71.68122721600975
3210.0,3.8435666438331246,3.1128782233714802,11.96455490566514,303.12379197485535,18.663283284963782,0.7181579716153567,71.79906891884877,0.13774570870726338,14.533429154271019,52.32034495537567
3211.0,3.8455804850726247,1.5912490170753621,6.119276166956008,303.1223067069028,18.663936606901835,0.718149855814884,71.80158055509361,0.13683844932605177,9.002529004944039,32.40910441779854
3212.0,3.84696816440502,0.807206780312802,3.1052987859552266,303.1208151734967,18.664240009633584,0.7181460868368499,71.80274754812116,0.13623640877881393,5.023173978080275,18.083426321088993
3213.0,3.844214515007194,4.419065397126338,16.987835342399098,303.1193339029667,18.66509331161711,0.7181354868122097,71.80602842416464,0.13757779139472448,17.958656318907547,64.65116274806716
3214.0,3.835649499337379,14.00114834181895,53.70349762744623,303.1179378454426,18.66775513308567,0.7181024207070102,71.81624694812255,0.14160127788145452,31.6665149201434,113.99945371251624
3215.0,3.823802308437966,26.536514490995817,101.47038536856734,303.1168691807649,18.673537168597623,0.7180305941789115,71.83838439672537,0.14703692220301984,41.20733311862305,148.34639922704298
3216.0,3.8137501883063867,36.521016124400234,139.28203212157197,303.11633552281444,18.682294195915688,0.717921811230861,71.87182229848221,0.15147952739996529,46.626418101889655,167.85510516680276
